ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
207017_at	1.18e-02	5.78e-03	-2.908785	-3.457395	-0.8416654	RAB27B	RAB27B, member RAS oncogene family
226621_at	1.18e-02	5.78e-03	-2.908557	-3.457957	-1.2774642	OSMR	oncostatin M receptor
211542_x_at	1.18e-02	5.79e-03	2.908273	-3.458658	0.26533	RPS10	ribosomal protein S10
212499_s_at	1.18e-02	5.80e-03	-2.907544	-3.460455	-0.466151	MAPK1IP1L///FCF1	mitogen-activated protein kinase 1 interacting protein 1 like///FCF1 rRNA-processing protein
213959_s_at	1.18e-02	5.80e-03	-2.907477	-3.460621	-0.7921197	RPGRIP1L	RPGRIP1 like
233226_at	1.18e-02	5.80e-03	-2.907474	-3.46063	-0.4644908	PTPN9	protein tyrosine phosphatase, non-receptor type 9
227296_at	1.18e-02	5.81e-03	-2.907059	-3.461651	-0.8397435	MFSD3	major facilitator superfamily domain containing 3
213485_s_at	1.18e-02	5.81e-03	-2.907008	-3.461777	-0.6981297	ABCC10	ATP binding cassette subfamily C member 10
209307_at	1.18e-02	5.81e-03	-2.906897	-3.46205	-0.835374	SWAP70	SWAP switching B-cell complex 70kDa subunit
242521_at	1.18e-02	5.81e-03	2.906824	-3.462231	0.6730527	CARD8-AS1	CARD8 antisense RNA 1
208370_s_at	1.18e-02	5.81e-03	2.906815	-3.462254	1.1433051	RCAN1	regulator of calcineurin 1
212632_at	1.18e-02	5.81e-03	2.906682	-3.46258	0.5722447	STX7	syntaxin 7
208794_s_at	1.18e-02	5.82e-03	-2.906438	-3.463183	-0.5350594	SMARCA4	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4
213531_s_at	1.18e-02	5.82e-03	2.906432	-3.463199	0.371913	RAB3GAP1	RAB3 GTPase activating protein catalytic subunit 1
233814_at	1.18e-02	5.82e-03	-2.906075	-3.464077	-1.6450191	EFNA5	ephrin A5
227435_at	1.18e-02	5.82e-03	2.906016	-3.464224	0.5560141	USF3	upstream transcription factor family member 3
218873_at	1.18e-02	5.82e-03	2.905977	-3.46432	0.4489989	GON4L	gon-4 like
210685_s_at	1.18e-02	5.83e-03	-2.905795	-3.464769	-0.5601006	UBE4B	ubiquitination factor E4B
206959_s_at	1.18e-02	5.83e-03	-2.905653	-3.465117	-0.5219582	UPF3A	UPF3 regulator of nonsense transcripts homolog A (yeast)
1560327_at	1.18e-02	5.83e-03	2.90559	-3.465274	0.4908803		
214219_x_at	1.18e-02	5.83e-03	-2.905505	-3.465484	-0.4073901	MAP4K1	mitogen-activated protein kinase kinase kinase kinase 1
226965_at	1.19e-02	5.84e-03	2.905149	-3.466362	0.4147135	DENND6A	DENN domain containing 6A
230641_at	1.19e-02	5.84e-03	2.90481	-3.467196	1.030152	LOC100505938	uncharacterized LOC100505938
202532_s_at	1.19e-02	5.84e-03	-2.904794	-3.467237	-0.6789278	DHFR	dihydrofolate reductase
201283_s_at	1.19e-02	5.84e-03	-2.904699	-3.467471	-0.5488996	TRAK1	trafficking kinesin protein 1
229523_at	1.19e-02	5.84e-03	2.90467	-3.467541	0.5894621	TMEM200C	transmembrane protein 200C
230211_at	1.19e-02	5.85e-03	2.904573	-3.46778	0.3620926	TRIP11	thyroid hormone receptor interactor 11
225134_at	1.19e-02	5.85e-03	2.904387	-3.46824	0.3459862	SPRYD3	SPRY domain containing 3
202862_at	1.19e-02	5.85e-03	2.904285	-3.46849	1.0131798	FAH	fumarylacetoacetate hydrolase
222975_s_at	1.19e-02	5.85e-03	-2.904132	-3.468868	-0.5714376	CSDE1	cold shock domain containing E1
212224_at	1.19e-02	5.86e-03	2.903973	-3.469259	1.6819082	ALDH1A1	aldehyde dehydrogenase 1 family member A1
223555_at	1.19e-02	5.86e-03	-2.903765	-3.469772	-0.4994256	GON4L	gon-4 like
204447_at	1.19e-02	5.86e-03	2.903581	-3.470225	0.6920855	LZTS3	leucine zipper tumor suppressor family member 3
222647_at	1.19e-02	5.86e-03	-2.903526	-3.470361	-0.7170495	SLC35C1	solute carrier family 35 member C1
217168_s_at	1.19e-02	5.88e-03	-2.902599	-3.472643	-0.5177088	HERPUD1	homocysteine inducible ER protein with ubiquitin like domain 1
204206_at	1.19e-02	5.88e-03	2.90246	-3.472987	0.5525003	MNT	MAX network transcriptional repressor
229534_at	1.19e-02	5.89e-03	-2.90185	-3.474491	-1.2555348	ACOT4	acyl-CoA thioesterase 4
210210_at	1.20e-02	5.89e-03	2.901597	-3.475113	0.4536799	MPZL1	myelin protein zero like 1
227617_at	1.20e-02	5.90e-03	2.901403	-3.47559	0.6262098	TMEM201	transmembrane protein 201
223217_s_at	1.20e-02	5.90e-03	-2.901314	-3.47581	-1.2861027	NFKBIZ	NFKB inhibitor zeta
235587_at	1.20e-02	5.90e-03	2.900811	-3.477049	0.6506409	PAXIP1-AS1	PAXIP1 antisense RNA 1 (head to head)
230748_at	1.20e-02	5.91e-03	-2.900366	-3.478143	-1.7112539	SLC16A6	solute carrier family 16 member 6
244524_at	1.20e-02	5.91e-03	2.900338	-3.478213	0.7988934	LOC101927382///PAX8-AS1	uncharacterized LOC101927382///PAX8 antisense RNA 1
219118_at	1.20e-02	5.91e-03	-2.900304	-3.478295	-1.0236288	FKBP11	FK506 binding protein 11
203173_s_at	1.20e-02	5.92e-03	2.900083	-3.478841	0.5606508	C16orf62	chromosome 16 open reading frame 62
224397_s_at	1.20e-02	5.92e-03	2.899887	-3.479324	0.9168425	TMTC1	transmembrane and tetratricopeptide repeat containing 1
201542_at	1.20e-02	5.92e-03	2.899641	-3.479928	0.5397043	SAR1A	secretion associated Ras related GTPase 1A
213838_at	1.20e-02	5.92e-03	-2.899613	-3.479997	-0.6694668	NOL7	nucleolar protein 7
213365_at	1.20e-02	5.93e-03	-2.899182	-3.481058	-0.5250117	ERI2	ERI1 exoribonuclease family member 2
213044_at	1.20e-02	5.93e-03	-2.899171	-3.481086	-0.4530669	ROCK1	Rho associated coiled-coil containing protein kinase 1
1560014_s_at	1.20e-02	5.93e-03	-2.899122	-3.481207	-0.6558505	PDXDC1	pyridoxal dependent decarboxylase domain containing 1
203655_at	1.20e-02	5.94e-03	2.898803	-3.481993	0.3868283	XRCC1	X-ray repair cross complementing 1
224882_at	1.20e-02	5.94e-03	2.898767	-3.482081	1.0720032	ACSS1	acyl-CoA synthetase short-chain family member 1
204624_at	1.20e-02	5.94e-03	-2.898504	-3.482728	-1.5769483	ATP7B	ATPase copper transporting beta
233976_at	1.20e-02	5.95e-03	2.898112	-3.483693	0.6226665		
213789_at	1.20e-02	5.95e-03	-2.898025	-3.483907	-0.5517585	EBP	emopamil binding protein (sterol isomerase)
228032_s_at	1.20e-02	5.95e-03	-2.898009	-3.483946	-0.9815638	DENND1B	DENN domain containing 1B
208050_s_at	1.21e-02	5.96e-03	-2.897418	-3.4854	-0.7519748	CASP2	caspase 2
237286_at	1.21e-02	5.96e-03	2.897244	-3.485828	0.4516677	INTS9	integrator complex subunit 9
202599_s_at	1.21e-02	5.96e-03	-2.897203	-3.485928	-0.7922713	NRIP1	nuclear receptor interacting protein 1
204671_s_at	1.21e-02	5.96e-03	2.897073	-3.486249	1.0960341	ANKRD6	ankyrin repeat domain 6
57739_at	1.21e-02	5.97e-03	2.896372	-3.487974	0.4211307	DND1	DND microRNA-mediated repression inhibitor 1
226120_at	1.21e-02	5.98e-03	-2.896174	-3.48846	-0.8842909	TTC8	tetratricopeptide repeat domain 8
239245_at	1.21e-02	5.98e-03	-2.896163	-3.488487	-0.584228		
230918_at	1.21e-02	5.98e-03	2.895925	-3.489074	0.7926126	GALK2	galactokinase 2
208666_s_at	1.21e-02	5.98e-03	-2.895859	-3.489236	-0.6508076	ST13	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein)
225074_at	1.21e-02	5.98e-03	-2.895782	-3.489426	-0.696843	RAB2B	RAB2B, member RAS oncogene family
216973_s_at	1.21e-02	5.98e-03	-2.895762	-3.489473	-1.4694953	HOXB7	homeobox B7
236202_at	1.21e-02	5.99e-03	-2.895652	-3.489744	-0.331591		
204924_at	1.21e-02	5.99e-03	-2.895539	-3.490022	-1.2234588	TLR2	toll like receptor 2
217040_x_at	1.21e-02	5.99e-03	2.895415	-3.490328	0.4388265	SOX15	SRY-box 15
209359_x_at	1.21e-02	5.99e-03	-2.895366	-3.490448	-0.3907132	LOC101928269///LOC100506403///RUNX1	uncharacterized LOC101928269///uncharacterized LOC100506403///runt related transcription factor 1
229257_at	1.21e-02	5.99e-03	-2.895357	-3.490471	-0.4147472	TNRC18	trinucleotide repeat containing 18
234970_at	1.21e-02	5.99e-03	-2.895242	-3.490752	-0.8473963	TC2N	tandem C2 domains, nuclear
201874_at	1.22e-02	6.01e-03	-2.894414	-3.49279	-0.5700251	MPZL1	myelin protein zero like 1
210420_at	1.22e-02	6.01e-03	2.894342	-3.492965	0.1977205	SLC24A1	solute carrier family 24 member 1
203294_s_at	1.22e-02	6.01e-03	-2.894134	-3.493476	-1.0624449	LMAN1	lectin, mannose binding 1
232759_at	1.22e-02	6.01e-03	-2.893819	-3.494251	-0.6964824		
206745_at	1.22e-02	6.02e-03	-2.893783	-3.49434	-0.713123	HOXC11	homeobox C11
213554_s_at	1.22e-02	6.02e-03	-2.893458	-3.49514	-0.5047119	CDV3	CDV3 homolog
231067_s_at	1.22e-02	6.02e-03	2.893217	-3.495732	0.7259415	AKAP12	A-kinase anchoring protein 12
242652_at	1.22e-02	6.03e-03	2.893119	-3.495972	1.0682116		
200834_s_at	1.22e-02	6.03e-03	2.892836	-3.496669	0.3666927	RPS21	ribosomal protein S21
210215_at	1.22e-02	6.04e-03	-2.892512	-3.497465	-0.2002103	TFR2	transferrin receptor 2
1563051_at	1.22e-02	6.04e-03	2.892171	-3.498303	0.5065422	OSBP	oxysterol binding protein
222708_s_at	1.22e-02	6.04e-03	-2.892153	-3.498347	-0.5093906	STX17	syntaxin 17
234764_x_at	1.22e-02	6.04e-03	-2.892025	-3.498662	-2.2075726	IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1	immunoglobulin lambda joining 3///immunoglobulin lambda variable 1-44///cytoskeleton associated protein 2///immunoglobulin lambda variable cluster///immunoglobulin lambda constant 1
203919_at	1.22e-02	6.05e-03	2.891861	-3.499065	0.9722071	TCEA2	transcription elongation factor A2
213161_at	1.23e-02	6.07e-03	-2.890647	-3.502047	-0.5893648	TSTD2///TMOD1	thiosulfate sulfurtransferase like domain containing 2///tropomodulin 1
203777_s_at	1.23e-02	6.08e-03	-2.889931	-3.503807	-0.6519751	RPS6KB2	ribosomal protein S6 kinase B2
217713_x_at	1.23e-02	6.08e-03	2.889865	-3.50397	0.2311876		
1558486_at	1.23e-02	6.09e-03	2.889356	-3.505218	0.8813598	ZNF493	zinc finger protein 493
210779_x_at	1.23e-02	6.09e-03	-2.889321	-3.505305	-0.616326	GEMIN2	gem nuclear organelle associated protein 2
202960_s_at	1.23e-02	6.09e-03	-2.889245	-3.505491	-0.4255838	MUT	methylmalonyl-CoA mutase
228008_at	1.23e-02	6.09e-03	-2.889194	-3.505617	-0.638265	ARID3A	AT-rich interaction domain 3A
203062_s_at	1.23e-02	6.09e-03	2.888879	-3.506391	0.5147732	MDC1	mediator of DNA damage checkpoint 1
223898_at	1.23e-02	6.10e-03	-2.88881	-3.50656	-0.5613339	ZNF670	zinc finger protein 670
1562904_s_at	1.23e-02	6.10e-03	2.888543	-3.507215	0.2987717	FAM86B3P	family with sequence similarity 86, member A pseudogene
212315_s_at	1.24e-02	6.11e-03	-2.887614	-3.509497	-0.490057	NUP210	nucleoporin 210
239740_at	1.24e-02	6.12e-03	2.887433	-3.509941	1.1271818	ETV6	ETS variant 6
205933_at	1.24e-02	6.13e-03	2.886831	-3.511418	1.3469143	SETBP1	SET binding protein 1
202176_at	1.24e-02	6.13e-03	-2.886579	-3.512038	-0.6773573	ERCC3	ERCC excision repair 3, TFIIH core complex helicase subunit
203060_s_at	1.24e-02	6.13e-03	-2.886459	-3.512331	-1.405321	PAPSS2	3'-phosphoadenosine 5'-phosphosulfate synthase 2
236931_at	1.24e-02	6.14e-03	2.886276	-3.51278	0.8492276		
216347_s_at	1.24e-02	6.14e-03	2.886273	-3.512787	0.6039477	PPP1R13B	protein phosphatase 1 regulatory subunit 13B
205707_at	1.24e-02	6.14e-03	-2.886122	-3.513158	-0.552689	IL17RA	interleukin 17 receptor A
227572_at	1.24e-02	6.15e-03	2.885554	-3.514551	0.5019366	USP30	ubiquitin specific peptidase 30
229670_at	1.24e-02	6.16e-03	2.885032	-3.515833	1.2160506		
208965_s_at	1.24e-02	6.16e-03	-2.885021	-3.515861	-1.1595238	IFI16	interferon gamma inducible protein 16
42361_g_at	1.24e-02	6.16e-03	2.884818	-3.516359	0.5962349	CCHCR1	coiled-coil alpha-helical rod protein 1
229383_at	1.24e-02	6.16e-03	-2.884646	-3.51678	-0.8810782	MARCH1	membrane associated ring-CH-type finger 1
210089_s_at	1.24e-02	6.16e-03	2.884558	-3.516996	0.9032493	LAMA4	laminin subunit alpha 4
215127_s_at	1.24e-02	6.17e-03	2.884382	-3.517427	0.4513142	RBMS1	RNA binding motif single stranded interacting protein 1
1554919_s_at	1.25e-02	6.17e-03	2.883998	-3.518369	0.5180503	CFAP69	cilia and flagella associated protein 69
220939_s_at	1.25e-02	6.18e-03	-2.88382	-3.518805	-0.5173811	DPP8	dipeptidyl peptidase 8
236114_at	1.25e-02	6.18e-03	2.883686	-3.519134	1.0266391		
213827_at	1.25e-02	6.18e-03	2.88338	-3.519886	0.4280501	ARHGAP33	Rho GTPase activating protein 33
211883_x_at	1.25e-02	6.19e-03	-2.883007	-3.520799	-1.5061431	CEACAM1	carcinoembryonic antigen related cell adhesion molecule 1
218822_s_at	1.25e-02	6.19e-03	2.882803	-3.5213	0.2530819	LOC100652930///STX16-NPEPL1///NPEPL1	uncharacterized LOC100652930///STX16-NPEPL1 readthrough (NMD candidate)///aminopeptidase-like 1
214472_at	1.25e-02	6.19e-03	-2.882758	-3.52141	-1.4945429	HIST1H3F///HIST1H3B///HIST1H3H///HIST1H3J///HIST1H3G///HIST1H3I///HIST1H3E///HIST1H3C///HIST1H3D///HIST1H3A///HIST1H2AD	histone cluster 1, H3f///histone cluster 1, H3b///histone cluster 1, H3h///histone cluster 1, H3j///histone cluster 1, H3g///histone cluster 1, H3i///histone cluster 1, H3e///histone cluster 1, H3c///histone cluster 1, H3d///histone cluster 1, H3a///histone cluster 1, H2ad
217157_x_at	1.25e-02	6.20e-03	-2.882623	-3.521742	-1.5097227	IGK///IGKC	immunoglobulin kappa locus///immunoglobulin kappa constant
228416_at	1.25e-02	6.21e-03	2.88204	-3.523172	0.8837562	ACVR2A	activin A receptor type 2A
1553768_a_at	1.25e-02	6.22e-03	-2.880972	-3.52579	-0.8748033	DCBLD1	discoidin, CUB and LCCL domain containing 1
213942_at	1.25e-02	6.22e-03	2.880912	-3.525937	0.5815002	MEGF6	multiple EGF like domains 6
216048_s_at	1.25e-02	6.22e-03	-2.880901	-3.525964	-1.0737424	RHOBTB3	Rho related BTB domain containing 3
1561355_at	1.26e-02	6.23e-03	2.880492	-3.526966	0.590451	LOC692247	uncharacterized LOC692247
218050_at	1.26e-02	6.23e-03	-2.880481	-3.526993	-0.594441	UFM1	ubiquitin fold modifier 1
1555888_at	1.26e-02	6.24e-03	2.880219	-3.527635	0.3293986	UBR5-AS1	UBR5 antisense RNA 1
225421_at	1.26e-02	6.25e-03	2.879562	-3.529246	1.3039612	PM20D2	peptidase M20 domain containing 2
227037_at	1.26e-02	6.25e-03	2.87931	-3.529863	0.7301082	PLD6///FLCN	phospholipase D family member 6///folliculin
212888_at	1.26e-02	6.25e-03	2.879274	-3.52995	0.3905575	DICER1	dicer 1, ribonuclease III
226046_at	1.26e-02	6.26e-03	-2.878935	-3.53078	-0.7525312	MAPK8	mitogen-activated protein kinase 8
201244_s_at	1.26e-02	6.26e-03	-2.87865	-3.531479	-0.4777775	RAF1	Raf-1 proto-oncogene, serine/threonine kinase
204065_at	1.26e-02	6.26e-03	2.878526	-3.531783	0.8253059	CHST10	carbohydrate sulfotransferase 10
217617_at	1.26e-02	6.27e-03	-2.877889	-3.533345	-1.1559101		
234996_at	1.26e-02	6.27e-03	2.877815	-3.533525	0.4184501	CALCRL	calcitonin receptor like receptor
564_at	1.26e-02	6.28e-03	-2.877599	-3.534055	-0.50847	GNA11	G protein subunit alpha 11
225984_at	1.27e-02	6.28e-03	-2.877487	-3.534328	-0.6511543	PRKAA1	protein kinase AMP-activated catalytic subunit alpha 1
224813_at	1.27e-02	6.29e-03	-2.877115	-3.53524	-0.4853642	WASL	Wiskott-Aldrich syndrome like
215382_x_at	1.27e-02	6.29e-03	-2.876645	-3.536391	-1.3582637	TPSAB1	tryptase alpha/beta 1
227584_at	1.27e-02	6.30e-03	2.876581	-3.536548	0.6788399	NAV1	neuron navigator 1
211004_s_at	1.27e-02	6.30e-03	2.876335	-3.53715	0.3001375	ALDH3B1	aldehyde dehydrogenase 3 family member B1
201072_s_at	1.27e-02	6.30e-03	-2.87619	-3.537505	-0.8212254	SMARCC1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1
205251_at	1.27e-02	6.30e-03	2.876136	-3.537637	0.6885675	PER2	period circadian clock 2
231974_at	1.27e-02	6.30e-03	-2.876061	-3.537821	-0.3819365	KMT2D	lysine methyltransferase 2D
204563_at	1.27e-02	6.31e-03	-2.875796	-3.538469	-1.7812032	SELL	selectin L
215308_at	1.27e-02	6.31e-03	-2.875707	-3.538688	-0.2452641	XRCC6	X-ray repair cross complementing 6
220838_at	1.27e-02	6.32e-03	2.875234	-3.539844	0.34617	EXD3	exonuclease 3'-5' domain containing 3
231136_at	1.27e-02	6.32e-03	2.874906	-3.540648	1.2725267		
204135_at	1.27e-02	6.33e-03	-2.874515	-3.541605	-1.5298477	FILIP1L	filamin A interacting protein 1 like
208350_at	1.27e-02	6.33e-03	2.874319	-3.542084	1.6234782	CSN1S1	casein alpha s1
229288_at	1.28e-02	6.34e-03	2.874122	-3.542566	0.8313499	EPHA7	EPH receptor A7
219907_at	1.28e-02	6.35e-03	2.873435	-3.544247	0.2803962	FRS3	fibroblast growth factor receptor substrate 3
232304_at	1.28e-02	6.35e-03	2.873308	-3.544558	0.9186583	PELI1	pellino E3 ubiquitin protein ligase 1
211794_at	1.28e-02	6.35e-03	-2.873035	-3.545227	-0.799321	FYB	FYN binding protein
212890_at	1.28e-02	6.36e-03	2.872881	-3.545603	0.5432128	SLC38A10	solute carrier family 38 member 10
208848_at	1.28e-02	6.36e-03	-2.872836	-3.545714	-1.1780361	ADH5	alcohol dehydrogenase 5 (class III), chi polypeptide
212802_s_at	1.28e-02	6.36e-03	2.872658	-3.546149	0.3550073	GAPVD1	GTPase activating protein and VPS9 domains 1
216611_s_at	1.28e-02	6.36e-03	2.872417	-3.54674	0.4654176	SLC6A2	solute carrier family 6 member 2
211649_x_at	1.28e-02	6.38e-03	-2.871465	-3.549068	-0.9233984	IGHM///IGHG1///IGHA1	immunoglobulin heavy constant mu///immunoglobulin heavy constant gamma 1 (G1m marker)///immunoglobulin heavy constant alpha 1
206188_at	1.28e-02	6.39e-03	-2.871194	-3.549731	-0.6223475	ZNF623	zinc finger protein 623
204195_s_at	1.28e-02	6.39e-03	-2.87116	-3.549813	-0.3948054	PKNOX1	PBX/knotted 1 homeobox 1
230733_at	1.28e-02	6.39e-03	-2.871129	-3.549889	-0.9871659		
207134_x_at	1.29e-02	6.39e-03	-2.870745	-3.550828	-1.6365812	TPSB2	tryptase beta 2 (gene/pseudogene)
214375_at	1.29e-02	6.40e-03	2.870506	-3.551412	0.9495495	PPFIBP1	PPFIA binding protein 1
226414_s_at	1.29e-02	6.40e-03	-2.870367	-3.551753	-0.4789579	ANAPC11	anaphase promoting complex subunit 11
209717_at	1.29e-02	6.41e-03	2.869541	-3.553774	0.3798214	EVI5	ecotropic viral integration site 5
1562637_at	1.29e-02	6.41e-03	2.869515	-3.553837	0.2655719	SAMD12	sterile alpha motif domain containing 12
200817_x_at	1.29e-02	6.42e-03	2.869083	-3.554892	0.2622382	RPS10	ribosomal protein S10
228337_at	1.29e-02	6.43e-03	-2.868804	-3.555575	-0.4480099	PWWP2A	PWWP domain containing 2A
241215_at	1.30e-02	6.44e-03	2.867805	-3.558015	0.534353		
219553_at	1.30e-02	6.45e-03	-2.867312	-3.559219	-0.9104714	NME7	NME/NM23 family member 7
1558740_s_at	1.30e-02	6.45e-03	2.867311	-3.559223	0.8047873	LOC105369662	uncharacterized LOC105369662
1569436_at	1.30e-02	6.46e-03	2.866973	-3.560049	0.7667169	TUSC8	tumor suppressor candidate 8 (non-protein coding)
210466_s_at	1.30e-02	6.46e-03	-2.866707	-3.560699	-0.4616333	SERBP1	SERPINE1 mRNA binding protein 1
1556090_at	1.30e-02	6.46e-03	2.866655	-3.560826	0.5621354		
212356_at	1.30e-02	6.46e-03	2.866594	-3.560975	0.638111	KHNYN	KH and NYN domain containing
226543_at	1.30e-02	6.47e-03	-2.86647	-3.561277	-0.5575804	EEF1E1-BLOC1S5///BLOC1S5	EEF1E1-BLOC1S5 readthrough (NMD candidate)///biogenesis of lysosomal organelles complex 1 subunit 5
212092_at	1.30e-02	6.47e-03	-2.866362	-3.56154	-2.254931	PEG10	paternally expressed 10
222968_at	1.30e-02	6.47e-03	-2.866329	-3.561621	-0.6794555		
228510_at	1.30e-02	6.47e-03	-2.866112	-3.562153	-0.773566	ATAT1	alpha tubulin acetyltransferase 1
225901_at	1.30e-02	6.48e-03	-2.865887	-3.562701	-0.8323628	PTPMT1	protein tyrosine phosphatase, mitochondrial 1
64064_at	1.30e-02	6.48e-03	2.865377	-3.563948	0.8265879	GIMAP1-GIMAP5///GIMAP5	GIMAP1-GIMAP5 readthrough///GTPase, IMAP family member 5
222471_s_at	1.30e-02	6.49e-03	2.865024	-3.56481	0.4053823	KCMF1	potassium channel modulatory factor 1
227416_s_at	1.30e-02	6.49e-03	-2.864853	-3.565228	-0.50833	ZCRB1	zinc finger CCHC-type and RNA binding motif containing 1
217223_s_at	1.30e-02	6.50e-03	-2.864695	-3.565612	-0.7147897	BCR	BCR, RhoGEF and GTPase activating protein
201465_s_at	1.30e-02	6.50e-03	-2.864562	-3.565937	-1.1437128	JUN	Jun proto-oncogene, AP-1 transcription factor subunit
232776_at	1.31e-02	6.51e-03	2.863823	-3.567742	0.8984212	PDZRN3	PDZ domain containing ring finger 3
220504_at	1.31e-02	6.52e-03	2.863485	-3.568566	0.195388	KERA	keratocan
1559214_at	1.31e-02	6.52e-03	-2.863296	-3.569028	-0.7778414	FBXO22	F-box protein 22
210867_at	1.31e-02	6.52e-03	2.863111	-3.569479	0.5272292	CNOT4	CCR4-NOT transcription complex subunit 4
226916_x_at	1.31e-02	6.53e-03	2.862898	-3.570001	0.4100498	DPP9	dipeptidyl peptidase 9
203756_at	1.31e-02	6.54e-03	2.862279	-3.57151	0.5176125	ARHGEF17	Rho guanine nucleotide exchange factor 17
226102_at	1.31e-02	6.54e-03	-2.861973	-3.572257	-1.0462958	ZKSCAN8	zinc finger with KRAB and SCAN domains 8
210672_s_at	1.31e-02	6.54e-03	-2.86194	-3.572338	-0.656639	NPRL3	NPR3 like, GATOR1 complex subunit
208773_s_at	1.31e-02	6.54e-03	-2.861936	-3.572349	-0.5244735	ANKHD1-EIF4EBP3///ANKHD1	ANKHD1-EIF4EBP3 readthrough///ankyrin repeat and KH domain containing 1
201509_at	1.31e-02	6.55e-03	2.86172	-3.572875	0.5624736	IDH3B	isocitrate dehydrogenase 3 (NAD(+)) beta
242106_at	1.32e-02	6.56e-03	-2.861071	-3.574457	-0.3914131		
208109_s_at	1.32e-02	6.56e-03	2.860967	-3.574712	1.0127131	LINC00597	long intergenic non-protein coding RNA 597
242801_at	1.32e-02	6.56e-03	2.86076	-3.575216	0.6213022		
225353_s_at	1.32e-02	6.56e-03	-2.860705	-3.575351	-1.1923439	C1QC	complement C1q C chain
226591_at	1.32e-02	6.57e-03	2.860338	-3.576247	1.1520341	PWAR6	Prader Willi/Angelman region RNA 6
205775_at	1.32e-02	6.58e-03	2.860008	-3.577052	0.5673934	FAM50B	family with sequence similarity 50 member B
213881_x_at	1.32e-02	6.58e-03	-2.860008	-3.577053	-0.3872127	LOC101929087///SUMO2///SUMO3	small ubiquitin-related modifier 2 pseudogene///small ubiquitin-like modifier 2///small ubiquitin-like modifier 3
1553994_at	1.32e-02	6.58e-03	2.859632	-3.57797	0.796831	NT5E	5'-nucleotidase ecto
229968_at	1.32e-02	6.59e-03	2.859225	-3.578962	0.8325674		
238693_at	1.32e-02	6.59e-03	-2.859098	-3.579272	-0.6044759	PHC3	polyhomeotic homolog 3
234210_x_at	1.32e-02	6.59e-03	-2.859068	-3.579344	-0.3630168	ACTR2	ARP2 actin related protein 2 homolog
1566442_at	1.32e-02	6.60e-03	-2.858914	-3.57972	-1.1955373		
206110_at	1.33e-02	6.61e-03	-2.857967	-3.582029	-1.8082755	HIST1H3F///HIST1H3B///HIST1H3H///HIST1H3J///HIST1H3G///HIST1H3I///HIST1H3E///HIST1H3C///HIST1H3D///HIST1H3A	histone cluster 1, H3f///histone cluster 1, H3b///histone cluster 1, H3h///histone cluster 1, H3j///histone cluster 1, H3g///histone cluster 1, H3i///histone cluster 1, H3e///histone cluster 1, H3c///histone cluster 1, H3d///histone cluster 1, H3a
204764_at	1.33e-02	6.61e-03	-2.857842	-3.582333	-0.4780946	CHURC1-FNTB///FNTB	CHURC1-FNTB readthrough///farnesyltransferase, CAAX box, beta
1556925_at	1.33e-02	6.61e-03	2.857779	-3.582488	0.2801643	SMC3	structural maintenance of chromosomes 3
228346_at	1.33e-02	6.62e-03	2.857402	-3.583405	0.8948893	ZNF844	zinc finger protein 844
218206_x_at	1.33e-02	6.62e-03	-2.857392	-3.58343	-0.5434412	SCAND1	SCAN domain containing 1
243025_at	1.33e-02	6.63e-03	2.857071	-3.584212	0.3723761		
242297_at	1.33e-02	6.63e-03	-2.856814	-3.58484	-0.5158624	RREB1	ras responsive element binding protein 1
225357_s_at	1.33e-02	6.64e-03	-2.856385	-3.585885	-0.382609	INO80	INO80 complex subunit
230788_at	1.33e-02	6.64e-03	2.856146	-3.586468	1.3787459	GCNT2	glucosaminyl (N-acetyl) transferase 2, I-branching enzyme (I blood group)
224416_s_at	1.33e-02	6.65e-03	-2.855585	-3.587835	-0.7789958	MED28	mediator complex subunit 28
242710_at	1.34e-02	6.68e-03	2.854215	-3.591174	0.6628551		
240044_x_at	1.34e-02	6.68e-03	-2.854118	-3.59141	-0.5891603	TNRC6B	trinucleotide repeat containing 6B
225893_at	1.34e-02	6.68e-03	-2.854038	-3.591603	-0.5694653	RC3H1	ring finger and CCCH-type domains 1
239735_at	1.34e-02	6.69e-03	-2.853681	-3.592474	-0.6935647		
243745_at	1.34e-02	6.69e-03	-2.853416	-3.593119	-0.6637392		
221216_s_at	1.34e-02	6.70e-03	-2.85292	-3.594327	-0.9403476	SCMH1	sex comb on midleg homolog 1 (Drosophila)
217106_x_at	1.34e-02	6.71e-03	2.852259	-3.595937	0.3702453	DIMT1	DIM1 dimethyladenosine transferase 1 homolog
239266_at	1.34e-02	6.71e-03	-2.852171	-3.59615	-0.7596487		
209338_at	1.34e-02	6.71e-03	-2.852162	-3.596173	-0.7816271	TFCP2	transcription factor CP2
219777_at	1.34e-02	6.71e-03	2.852152	-3.596197	1.1928856	GIMAP6	GTPase, IMAP family member 6
230395_at	1.34e-02	6.72e-03	-2.851938	-3.596718	-0.6751338	METTL9	methyltransferase like 9
