ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
234675_x_at	1.21e-26	5.25e-31	31.843621	59.999218	3.0013119		
220232_at	1.21e-26	8.12e-31	31.500834	59.591544	4.4807141	SCD5	stearoyl-CoA desaturase 5
209773_s_at	2.77e-26	2.78e-30	-30.550583	58.435892	-7.8965336	RRM2	ribonucleotide reductase regulatory subunit M2
1561754_at	1.02e-25	1.37e-29	29.359646	56.932134	5.9264724		
202954_at	9.60e-25	1.61e-28	-27.604483	54.595268	-6.0072914	UBE2C	ubiquitin conjugating enzyme E2 C
206093_x_at	9.61e-25	2.21e-28	27.383326	54.289993	7.2934269	TNXB///TNXA	tenascin XB///tenascin XA (pseudogene)
229839_at	9.61e-25	2.25e-28	27.370586	54.272331	7.1270184	SCARA5	scavenger receptor class A member 5
211565_at	1.08e-24	2.89e-28	27.19911	54.033782	6.3790233	SH3GL3	SH3 domain containing GRB2 like 3, endophilin A3
223229_at	1.45e-24	4.37e-28	-26.917473	53.638647	-6.0622437	UBE2T	ubiquitin conjugating enzyme E2 T
218039_at	3.55e-24	1.20e-27	-26.238079	52.668	-5.9244424	NUSAP1	nucleolar and spindle associated protein 1
216333_x_at	3.55e-24	1.31e-27	26.184364	52.590183	7.4224146	TNXB///TNXA	tenascin XB///tenascin XA (pseudogene)
230418_s_at	5.60e-24	2.25e-27	25.8267	52.067936	6.5212202	GALNT16	polypeptide N-acetylgalactosaminyltransferase 16
223623_at	3.07e-23	1.34e-26	24.684427	50.350742	7.4154905	C2orf40	chromosome 2 open reading frame 40
236656_s_at	4.79e-23	2.24e-26	24.361261	49.850784	4.3431175	LOC100288911	uncharacterized LOC100288911
222608_s_at	5.09e-23	2.55e-26	-24.280925	49.725501	-5.4350257	ANLN	anillin actin binding protein
213451_x_at	6.14e-23	3.29e-26	24.125037	49.481246	7.0486758	TNXB///TNXA	tenascin XB///tenascin XA (pseudogene)
204754_at	1.08e-22	6.14e-26	23.743223	48.876514	4.2562207	HLF	HLF, PAR bZIP transcription factor
219918_s_at	4.29e-22	2.59e-25	-22.883837	47.480693	-5.8150856	ASPM	abnormal spindle microtubule assembly
214710_s_at	4.42e-22	2.91e-25	-22.814152	47.365345	-5.7016536	CCNB1	cyclin B1
236359_at	4.42e-22	2.96e-25	22.80483	47.349889	4.9647571	SCN4B	sodium voltage-gated channel beta subunit 4
224159_x_at	4.60e-22	3.23e-25	22.753062	47.263952	3.7134844	TRIM4	tripartite motif containing 4
210052_s_at	5.47e-22	4.03e-25	-22.624412	47.049588	-5.7338249	TPX2	TPX2, microtubule nucleation factor
219121_s_at	5.73e-22	4.41e-25	-22.571609	46.961275	-6.1920323	ESRP1	epithelial splicing regulatory protein 1
210761_s_at	1.09e-21	8.72e-25	-22.178051	46.296904	-6.4085083	GRB7	growth factor receptor bound protein 7
202503_s_at	1.17e-21	9.79e-25	-22.111983	46.184301	-6.7560629	KIAA0101	KIAA0101
207828_s_at	1.22e-21	1.06e-24	-22.067293	46.107957	-5.3469305	CENPF	centromere protein F
1562527_at	1.24e-21	1.12e-24	22.034846	46.052438	5.4901954	LOC441666	zinc finger protein 91 pseudogene
201663_s_at	1.26e-21	1.18e-24	-22.005084	46.001446	-5.7423549	SMC4	structural maintenance of chromosomes 4
238701_x_at	1.29e-21	1.25e-24	21.972431	45.945428	2.9531312	COLCA1	colorectal cancer associated 1
216153_x_at	2.38e-21	2.39e-24	21.605919	45.311342	2.7405361	RECK	reversion inducing cysteine rich protein with kazal motifs
201890_at	2.59e-21	2.69e-24	-21.541152	45.198265	-6.3291032	RRM2	ribonucleotide reductase regulatory subunit M2
218009_s_at	3.28e-21	3.52e-24	-21.391416	44.93565	-5.9872235	PRC1	protein regulator of cytokinesis 1
206323_x_at	3.31e-21	3.65e-24	21.370102	44.898133	3.0646579	OPHN1	oligophrenin 1
235849_at	3.73e-21	4.25e-24	21.286231	44.750167	6.4470366	SCARA5	scavenger receptor class A member 5
216836_s_at	4.01e-21	4.70e-24	-21.230061	44.650776	-4.661383	ERBB2	erb-b2 receptor tyrosine kinase 2
224012_at	4.84e-21	5.84e-24	21.111249	44.439752	5.0076398	ANKRD20A4///ANKRD20A2///ANKRD20A3///ANKRD20A1	ankyrin repeat domain 20 family member A4///ankyrin repeat domain 20 family member A2///ankyrin repeat domain 20 family member A3///ankyrin repeat domain 20 family member A1
219787_s_at	4.92e-21	6.09e-24	-21.087459	44.39737	-4.9496444	ECT2	epithelial cell transforming 2
202543_s_at	5.26e-21	6.69e-24	-21.0363	44.306081	-4.5565077	GMFB	glia maturation factor beta
232538_at	5.58e-21	7.28e-24	20.990004	44.223296	5.5488198		
230417_at	7.40e-21	9.90e-24	20.822173	43.921805	3.4216989	GALNT16	polypeptide N-acetylgalactosaminyltransferase 16
207165_at	7.65e-21	1.05e-23	-20.790346	43.864384	-4.335492	HMMR	hyaluronan mediated motility receptor
213900_at	1.98e-20	2.78e-23	20.267955	42.910504	5.3028387	FAM189A2	family with sequence similarity 189 member A2
209408_at	2.19e-20	3.15e-23	-20.200761	42.786227	-5.2822645	KIF2C	kinesin family member 2C
220725_x_at	2.24e-20	3.30e-23	20.176609	42.741468	3.066476	DNAH3	dynein axonemal heavy chain 3
211673_s_at	2.55e-20	3.88e-23	20.091247	42.582891	2.8905776	MOCS1	molybdenum cofactor synthesis 1
204962_s_at	2.55e-20	3.93e-23	-20.084809	42.570906	-5.04988	SLC35F6///CENPA	solute carrier family 35 member F6///centromere protein A
230959_at	2.59e-20	4.08e-23	20.064273	42.532658	3.6875776		
203358_s_at	2.72e-20	4.38e-23	-20.027618	42.464301	-5.0085454	EZH2	enhancer of zeste 2 polycomb repressive complex 2 subunit
243689_s_at	3.55e-20	5.82e-23	19.877937	42.184016	6.0824009	FRG1BP	FSHD region gene 1 family member B, pseudogene
211571_s_at	3.98e-20	6.67e-23	-19.806989	42.050517	-7.0181617	VCAN	versican
221795_at	4.58e-20	7.81e-23	19.724461	41.894698	6.7798386	NTRK2	neurotrophic receptor tyrosine kinase 2
213715_s_at	4.98e-20	8.67e-23	19.67024	41.792016	2.863984	KANK3	KN motif and ankyrin repeat domains 3
214845_s_at	5.29e-20	9.39e-23	-19.629066	41.713876	-4.9195286	CALU	calumenin
201695_s_at	5.42e-20	9.80e-23	-19.607115	41.67216	-5.852442	PNP	purine nucleoside phosphorylase
208609_s_at	5.99e-20	1.11e-22	19.543716	41.551446	5.0875972	TNXB///TNXA	tenascin XB///tenascin XA (pseudogene)
1568954_s_at	5.99e-20	1.12e-22	-19.536519	41.537722	-3.4093565	C16orf72	chromosome 16 open reading frame 72
202870_s_at	6.24e-20	1.19e-22	-19.506291	41.480028	-5.8560584	CDC20	cell division cycle 20
215646_s_at	7.18e-20	1.39e-22	-19.425313	41.325088	-6.6158785	VCAN	versican
236010_at	8.85e-20	1.75e-22	19.309304	41.102146	3.9137695		
210559_s_at	1.09e-19	2.20e-22	-19.192793	40.877076	-5.7761932	CDK1	cyclin dependent kinase 1
218782_s_at	1.12e-19	2.29e-22	-19.171999	40.836782	-5.470528	ATAD2	ATPase family, AAA domain containing 2
221796_at	1.31e-19	2.72e-22	19.083906	40.665667	6.3382173	NTRK2	neurotrophic receptor tyrosine kinase 2
233817_at	1.39e-19	2.94e-22	19.045392	40.590642	2.6712034		
222752_s_at	1.91e-19	4.10e-22	-18.877443	40.26196	-4.6003322	TMEM206	transmembrane protein 206
208952_s_at	1.92e-19	4.18e-22	-18.868017	40.243438	-4.43553	LARP4B	La ribonucleoprotein domain family member 4B
230472_at	1.97e-19	4.34e-22	18.848705	40.205468	6.8860877	IRX1	iroquois homeobox 1
225687_at	2.66e-19	6.04e-22	-18.684193	39.880667	-5.3536783	FAM83D	family with sequence similarity 83 member D
228582_x_at	2.66e-19	6.05e-22	-18.683452	39.8792	-6.1173832	MALAT1	metastasis associated lung adenocarcinoma transcript 1 (non-protein coding)
244655_at	3.81e-19	8.79e-22	18.498098	39.510326	3.9701463	LOC100507311	uncharacterized LOC100507311
202705_at	4.05e-19	9.51e-22	-18.45917	39.432459	-5.1690287	CCNB2	cyclin B2
231118_at	4.05e-19	9.63e-22	18.453094	39.420294	3.9926382	ANKRD35	ankyrin repeat domain 35
221928_at	4.15e-19	9.99e-22	18.434848	39.383738	5.3370671	ACACB	acetyl-CoA carboxylase beta
236856_x_at	4.48e-19	1.10e-21	18.389824	39.293406	3.6917498		
214188_at	4.54e-19	1.13e-21	18.376215	39.266066	2.8788801		
209714_s_at	4.59e-19	1.15e-21	-18.365197	39.243918	-5.6489195	CDKN3	cyclin dependent kinase inhibitor 3
210930_s_at	4.75e-19	1.21e-21	-18.341355	39.195956	-6.0341665	ERBB2	erb-b2 receptor tyrosine kinase 2
205384_at	5.39e-19	1.39e-21	18.272899	39.057951	4.641375	FXYD1	FXYD domain containing ion transport regulator 1
204026_s_at	5.40e-19	1.41e-21	-18.266226	39.044476	-5.5395409	ZWINT	ZW10 interacting kinetochore protein
209882_at	8.07e-19	2.13e-21	-18.063984	38.634105	-4.0712793	RIT1	Ras like without CAAX 1
227419_x_at	8.28e-19	2.22e-21	18.045754	38.596926	5.2254805	PLAC9	placenta specific 9
224447_s_at	8.29e-19	2.27e-21	-18.035088	38.57516	-5.1373115	MIEN1	migration and invasion enhancer 1
218585_s_at	8.29e-19	2.27e-21	-18.033314	38.571539	-4.5902403	DTL	denticleless E3 ubiquitin protein ligase homolog
218542_at	9.71e-19	2.70e-21	-17.950889	38.402958	-4.2359014	CEP55	centrosomal protein 55
1560081_at	1.10e-18	3.10e-21	17.883811	38.265292	2.989781	RAD51-AS1	RAD51 antisense RNA 1 (head to head)
49452_at	1.15e-18	3.27e-21	17.858048	38.212305	7.8529986	ACACB	acetyl-CoA carboxylase beta
239963_at	1.30e-18	3.73e-21	17.794784	38.081922	3.1508514		
222155_s_at	1.35e-18	3.94e-21	-17.768312	38.027251	-5.2903398	SLC52A2	solute carrier family 52 member 2
43427_at	1.55e-18	4.57e-21	17.697708	37.881114	6.9258694	ACACB	acetyl-CoA carboxylase beta
206289_at	1.63e-18	4.87e-21	17.668107	37.819701	1.8478394	HOXA4	homeobox A4
1562755_at	1.67e-18	5.03e-21	17.652412	37.787105	5.5824196		
201523_x_at	3.55e-18	1.09e-20	-17.287244	37.02198	-4.8641543	UBE2N	ubiquitin conjugating enzyme E2 N
204134_at	3.55e-18	1.09e-20	17.284993	37.017224	3.495698	PDE2A	phosphodiesterase 2A
228653_at	3.70e-18	1.15e-20	17.26153	36.967609	4.0378119	SAMD5	sterile alpha motif domain containing 5
201688_s_at	3.80e-18	1.20e-20	-17.24371	36.929893	-6.6518824	TPD52	tumor protein D52
212009_s_at	4.04e-18	1.28e-20	-17.210449	36.859412	-5.6201898	STIP1	stress induced phosphoprotein 1
212344_at	4.10e-18	1.32e-20	-17.198514	36.834095	-5.7754215	SULF1	sulfatase 1
213844_at	4.28e-18	1.39e-20	17.171661	36.777079	5.6730469	HOXA5	homeobox A5
210845_s_at	4.28e-18	1.40e-20	-17.16837	36.770087	-4.8372953	PLAUR	plasminogen activator, urokinase receptor
202779_s_at	4.50e-18	1.49e-20	-17.140252	36.7103	-4.6171998	UBE2S	ubiquitin conjugating enzyme E2 S
227984_at	4.91e-18	1.64e-20	17.095533	36.615053	3.8386985	LMF1	lipase maturation factor 1
208622_s_at	4.94e-18	1.67e-20	-17.088187	36.599387	-5.6455322	EZR	ezrin
204442_x_at	5.22e-18	1.78e-20	17.057999	36.534954	2.8604732	LTBP4	latent transforming growth factor beta binding protein 4
204092_s_at	5.56e-18	1.92e-20	-17.024003	36.462286	-4.6888145	AURKA	aurora kinase A
228273_at	5.67e-18	1.97e-20	-17.010603	36.433611	-5.1893629	PRR11	proline rich 11
1558170_at	6.35e-18	2.23e-20	16.953197	36.310561	3.929491		
208079_s_at	6.55e-18	2.32e-20	-16.935117	36.271737	-4.6811943	AURKA	aurora kinase A
205878_at	6.70e-18	2.40e-20	16.92023	36.239746	2.6264525	POU6F1	POU class 6 homeobox 1
1565717_s_at	6.76e-18	2.44e-20	-16.911516	36.221008	-6.0881816	FUS	FUS RNA binding protein
1556181_at	7.17e-18	2.62e-20	16.880238	36.153693	1.6091506	ANKRD65	ankyrin repeat domain 65
209074_s_at	7.24e-18	2.67e-20	16.871769	36.135448	4.1857771	FAM107A	family with sequence similarity 107 member A
219978_s_at	7.31e-18	2.72e-20	-16.863047	36.116653	-4.8979556	NUSAP1	nucleolar and spindle associated protein 1
222521_x_at	7.36e-18	2.76e-20	16.85555	36.10049	1.9178592	NDUFC2-KCTD14///NDUFC2	NDUFC2-KCTD14 readthrough///NADH:ubiquinone oxidoreductase subunit C2
1560342_at	8.27e-18	3.13e-20	-16.797987	35.976199	-4.012898		
212008_at	8.58e-18	3.28e-20	-16.77706	35.930931	-5.4137021	UBXN4	UBX domain protein 4
1569003_at	9.51e-18	3.68e-20	-16.723827	35.815578	-6.0058347	VMP1	vacuole membrane protein 1
227801_at	9.51e-18	3.69e-20	-16.72239	35.812459	-3.9550769	TRIM59	tripartite motif containing 59
203362_s_at	9.68e-18	3.79e-20	-16.710048	35.785671	-4.9103619	MAD2L1	MAD2 mitotic arrest deficient-like 1 (yeast)
208744_x_at	9.97e-18	3.94e-20	-16.692838	35.748293	-4.4295841	HSPH1	heat shock protein family H (Hsp110) member 1
1558254_s_at	1.02e-17	4.07e-20	-16.677926	35.71588	-3.6733547	SRPK2	SRSF protein kinase 2
200730_s_at	1.17e-17	4.68e-20	-16.613956	35.576574	-4.911633	PTP4A1	protein tyrosine phosphatase type IVA, member 1
229490_s_at	1.30e-17	5.25e-20	-16.561824	35.462737	-4.0580785		
32259_at	1.37e-17	5.58e-20	16.534298	35.402516	2.6200104	EZH1	enhancer of zeste 1 polycomb repressive complex 2 subunit
225655_at	1.54e-17	6.36e-20	-16.475373	35.273339	-4.2833812	UHRF1	ubiquitin like with PHD and ring finger domains 1
222442_s_at	1.56e-17	6.51e-20	-16.464825	35.250177	-3.4193959	ARL8B	ADP ribosylation factor like GTPase 8B
240988_x_at	1.56e-17	6.52e-20	16.463911	35.248169	2.8948492		
204427_s_at	1.56e-17	6.57e-20	-16.460586	35.240866	-5.5572049	TMED2	transmembrane p24 trafficking protein 2
231597_x_at	1.68e-17	7.14e-20	16.423198	35.158659	5.9400526		
203554_x_at	1.73e-17	7.42e-20	-16.405714	35.120165	-3.8402795	PTTG1	pituitary tumor-transforming 1
226303_at	1.81e-17	7.82e-20	16.381777	35.067412	3.5876614	PGM5	phosphoglucomutase 5
236038_at	1.85e-17	8.04e-20	16.369546	35.040435	4.252091	RNF150	ring finger protein 150
233103_at	1.97e-17	8.62e-20	16.337963	34.970699	2.0658376		
212271_at	2.09e-17	9.22e-20	-16.308152	34.904782	-3.8238257	MAPK1	mitogen-activated protein kinase 1
201971_s_at	2.16e-17	9.61e-20	-16.289222	34.862876	-5.0621157	ATP6V1A	ATPase H+ transporting V1 subunit A
201821_s_at	2.24e-17	1.00e-19	-16.270136	34.820585	-3.1246331	TIMM17A	translocase of inner mitochondrial membrane 17 homolog A (yeast)
222077_s_at	2.41e-17	1.09e-19	-16.233852	34.740083	-3.3193774	RACGAP1	Rac GTPase activating protein 1
213101_s_at	2.72e-17	1.24e-19	-16.175384	34.61007	-1.9805148	ACTR3	ARP3 actin related protein 3 homolog
1553535_a_at	3.18e-17	1.47e-19	-16.099988	34.441879	-3.3352939	RANGAP1	Ran GTPase activating protein 1
205200_at	3.18e-17	1.47e-19	16.099771	34.441394	5.8737226	EXOSC7///CLEC3B	exosome component 7///C-type lectin domain family 3 member B
204444_at	3.85e-17	1.79e-19	-16.012387	34.245699	-4.4327054	KIF11	kinesin family member 11
200641_s_at	3.87e-17	1.81e-19	-16.007001	34.233612	-5.4699002	YWHAZ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta
218349_s_at	3.95e-17	1.86e-19	-15.994813	34.206246	-3.8019164	ZWILCH	zwilch kinetochore protein
200890_s_at	4.35e-17	2.07e-19	-15.948101	34.101211	-3.3190363	SSR1	signal sequence receptor subunit 1
202487_s_at	4.48e-17	2.14e-19	-15.932541	34.066173	-2.9925939	H2AFV	H2A histone family member V
203996_s_at	4.48e-17	2.16e-19	15.929439	34.059184	1.7400259	C21orf2	chromosome 21 open reading frame 2
225468_at	4.84e-17	2.35e-19	-15.892024	33.974814	-4.4044199	PATL1	PAT1 homolog 1, processing body mRNA decay factor
203214_x_at	4.85e-17	2.37e-19	-15.888735	33.967389	-5.581757	CDK1	cyclin dependent kinase 1
207782_s_at	4.91e-17	2.42e-19	-15.879804	33.947224	-3.7749732	PSEN1	presenilin 1
211672_s_at	5.06e-17	2.51e-19	-15.863579	33.910567	-4.3897737	ARPC4-TTLL3///ARPC4	ARPC4-TTLL3 readthrough///actin related protein 2/3 complex subunit 4
227282_at	5.35e-17	2.67e-19	15.836277	33.84882	3.0451823	PCDH19	protocadherin 19
1556364_at	5.37e-17	2.70e-19	15.831727	33.838521	4.0688956	ADAMTS9-AS2	ADAMTS9 antisense RNA 2
1570255_s_at	5.89e-17	2.98e-19	15.788068	33.739592	4.3914786	ANKRD20A12P///ANKRD20A8P///ANKRD20A4///ANKRD20A2///ANKRD20A3///ANKRD20A5P///ANKRD20A1	ankyrin repeat domain 20 family member A12, pseudogene///ankyrin repeat domain 20 family member A8, pseudogene///ankyrin repeat domain 20 family member A4///ankyrin repeat domain 20 family member A2///ankyrin repeat domain 20 family member A3///ankyrin repeat domain 20 family member A5, pseudogene///ankyrin repeat domain 20 family member A1
218474_s_at	6.12e-17	3.11e-19	-15.768818	33.695907	-3.8493418	KCTD5	potassium channel tetramerization domain containing 5
204460_s_at	6.40e-17	3.29e-19	-15.744723	33.641171	-3.7438999	RAD1	RAD1 checkpoint DNA exonuclease
205941_s_at	6.40e-17	3.30e-19	-15.743504	33.6384	-7.8303623	COL10A1	collagen type X alpha 1 chain
212902_at	7.19e-17	3.73e-19	-15.689851	33.51628	-3.8606467	SEC24A	SEC24 homolog A, COPII coat complex component
218252_at	7.21e-17	3.77e-19	-15.685597	33.506586	-3.5036451	CKAP2	cytoskeleton associated protein 2
213226_at	7.37e-17	3.87e-19	-15.673366	33.478697	-3.7487262	CCNA2	cyclin A2
219064_at	7.38e-17	3.90e-19	15.669915	33.470826	5.538965	ITIH5	inter-alpha-trypsin inhibitor heavy chain family member 5
204170_s_at	7.77e-17	4.14e-19	-15.64454	33.412904	-4.9138419	CKS2	CDC28 protein kinase regulatory subunit 2
237040_at	8.00e-17	4.29e-19	15.629207	33.377873	2.6259369	CWF19L2	CWF19-like 2, cell cycle control (S. pombe)
213872_at	8.56e-17	4.61e-19	-15.597141	33.304524	-7.3074407		
201298_s_at	8.82e-17	4.80e-19	-15.580181	33.265684	-3.4031318	MOB1A	MOB kinase activator 1A
226276_at	8.82e-17	4.82e-19	-15.578573	33.262001	-2.9460936	TMEM167A	transmembrane protein 167A
1558080_s_at	9.01e-17	4.95e-19	-15.566988	33.235449	-3.9087569	DNAJC3	DnaJ heat shock protein family (Hsp40) member C3
207549_x_at	9.21e-17	5.09e-19	-15.554536	33.206894	-5.1006598	CD46	CD46 molecule
217755_at	9.32e-17	5.21e-19	-15.544736	33.18441	-4.4448284	HN1	hematological and neurological expressed 1
202583_s_at	9.32e-17	5.21e-19	-15.544233	33.183255	-4.8976586	RANBP9	RAN binding protein 9
200996_at	9.37e-17	5.32e-19	-15.535405	33.16299	-2.6143527	ACTR3	ARP3 actin related protein 3 homolog
212022_s_at	9.37e-17	5.32e-19	-15.535184	33.162482	-3.8487887	MKI67	marker of proliferation Ki-67
212021_s_at	9.37e-17	5.37e-19	-15.531648	33.154364	-4.1868905	MKI67	marker of proliferation Ki-67
224753_at	9.37e-17	5.38e-19	-15.530358	33.151401	-3.402708	CDCA5	cell division cycle associated 5
206075_s_at	9.37e-17	5.39e-19	-15.529273	33.14891	-4.5176082	CSNK2A1	casein kinase 2 alpha 1
1555758_a_at	9.65e-17	5.59e-19	-15.513951	33.113708	-5.5934778	CDKN3	cyclin dependent kinase inhibitor 3
233208_x_at	9.65e-17	5.62e-19	-15.511327	33.107675	-3.1442108	CPSF2	cleavage and polyadenylation specific factor 2
1555618_s_at	1.00e-16	5.88e-19	-15.49188	33.062953	-4.1308456	SAE1	SUMO1 activating enzyme subunit 1
219633_at	1.00e-16	5.92e-19	-15.489152	33.056678	-2.6385909	TTPAL	alpha tocopherol transfer protein like
223361_at	1.04e-16	6.19e-19	-15.46982	33.012172	-3.6941979	ABRACL	ABRA C-terminal like
224247_s_at	1.04e-16	6.20e-19	-15.469469	33.011363	-2.5665554	MRPS10	mitochondrial ribosomal protein S10
222385_x_at	1.08e-16	6.49e-19	-15.44907	32.964357	-5.0920348	SEC61A1	Sec61 translocon alpha 1 subunit
201912_s_at	1.14e-16	6.85e-19	-15.426317	32.911871	-3.6581295	GSPT1	G1 to S phase transition 1
201399_s_at	1.14e-16	6.88e-19	-15.424058	32.906656	-4.6325142	TRAM1	translocation associated membrane protein 1
236657_at	1.15e-16	7.03e-19	15.415219	32.886249	2.4366639	LOC100288911	uncharacterized LOC100288911
226319_s_at	1.19e-16	7.30e-19	-15.398709	32.848108	-5.5733292	ALYREF	Aly/REF export factor
216125_s_at	1.28e-16	7.91e-19	-15.364248	32.7684	-2.9906578	RANBP9	RAN binding protein 9
208750_s_at	1.29e-16	7.99e-19	-15.359865	32.758251	-6.2953787	MIR3620///ARF1	microRNA 3620///ADP ribosylation factor 1
242532_at	1.44e-16	8.98e-19	15.309965	32.642572	3.9716472		
1556427_s_at	1.46e-16	9.16e-19	15.301313	32.622487	4.7827141	LRRN4CL	LRRN4 C-terminal like
223495_at	1.59e-16	9.97e-19	15.264747	32.537506	3.1045334	CCDC8	coiled-coil domain containing 8
217986_s_at	1.75e-16	1.11e-18	-15.219693	32.432595	-3.0877865	BAZ1A	bromodomain adjacent to zinc finger domain 1A
205824_at	1.79e-16	1.14e-18	15.209216	32.408165	3.4040427	HSPB2	heat shock protein family B (small) member 2
217799_x_at	1.83e-16	1.17e-18	-15.19603	32.377401	-3.6439556	UBE2H	ubiquitin conjugating enzyme E2 H
203213_at	1.84e-16	1.18e-18	-15.191299	32.366359	-4.8044995	CDK1	cyclin dependent kinase 1
224674_at	1.88e-16	1.21e-18	-15.181517	32.34352	-2.9787312	TTYH3	tweety family member 3
204478_s_at	1.95e-16	1.27e-18	-15.162561	32.299228	-3.3757028	RABIF	RAB interacting factor
1552619_a_at	2.01e-16	1.31e-18	-15.147691	32.264456	-4.2772588	ANLN	anillin actin binding protein
211450_s_at	2.26e-16	1.49e-18	-15.094459	32.139775	-4.3638502	MSH6	mutS homolog 6
211762_s_at	2.26e-16	1.49e-18	-15.093222	32.136873	-4.2220009	KPNA2	karyopherin subunit alpha 2
230624_at	2.29e-16	1.52e-18	15.085713	32.119259	3.6669652	SLC25A27	solute carrier family 25 member 27
222976_s_at	2.30e-16	1.53e-18	-15.081351	32.109024	-2.0421818	TPM3	tropomyosin 3
237737_at	2.30e-16	1.54e-18	15.078883	32.103232	3.8030708	LOC101927345///LOC101060632///LOC101059949///ANKRD20A12P	putative ankyrin repeat domain-containing protein 20A12 pseudogene///uncharacterized gene LOC101060632///putative ankyrin repeat domain-containing protein 20A12 pseudogene///ankyrin repeat domain 20 family member A12, pseudogene
200712_s_at	2.33e-16	1.57e-18	-15.072743	32.088818	-4.2979448	MAPRE1	microtubule associated protein RP/EB family member 1
201548_s_at	2.35e-16	1.59e-18	-15.067103	32.075574	-3.3721096	KDM5B	lysine demethylase 5B
238062_at	2.42e-16	1.64e-18	15.052388	32.041007	4.5393315	GPIHBP1	glycosylphosphatidylinositol anchored high density lipoprotein binding protein 1
204426_at	2.42e-16	1.65e-18	-15.050151	32.035749	-4.4883324	TMED2	transmembrane p24 trafficking protein 2
219689_at	2.48e-16	1.70e-18	15.037958	32.007083	5.067996	SEMA3G	semaphorin 3G
221561_at	2.51e-16	1.73e-18	-15.030448	31.989418	-3.7835692	SOAT1	sterol O-acyltransferase 1
203249_at	2.59e-16	1.80e-18	15.014412	31.95168	2.6060258	EZH1	enhancer of zeste 1 polycomb repressive complex 2 subunit
228831_s_at	2.62e-16	1.83e-18	15.007374	31.935107	2.8775822	GNG7	G protein subunit gamma 7
213350_at	2.73e-16	1.91e-18	14.988478	31.890585	3.001984	RPS11	ribosomal protein S11
230867_at	2.77e-16	1.95e-18	14.979203	31.868716	5.7000708	COL6A6	collagen type VI alpha 6 chain
218260_at	2.77e-16	1.96e-18	-14.977992	31.865859	-4.0190033	DDA1	DET1 and DDB1 associated 1
223496_s_at	2.86e-16	2.03e-18	14.96362	31.831952	2.1656487	CCDC8	coiled-coil domain containing 8
204033_at	2.94e-16	2.10e-18	-14.949242	31.798005	-4.7770926	TRIP13	thyroid hormone receptor interactor 13
200900_s_at	2.98e-16	2.14e-18	-14.941533	31.779793	-4.3122272	M6PR	mannose-6-phosphate receptor, cation dependent
205923_at	3.06e-16	2.20e-18	14.928571	31.74916	4.8339804	RELN	reelin
227006_at	3.08e-16	2.22e-18	14.924274	31.738999	4.9287548	PPP1R14A	protein phosphatase 1 regulatory inhibitor subunit 14A
200698_at	3.09e-16	2.25e-18	-14.920434	31.72992	-2.7693388	KDELR2	KDEL endoplasmic reticulum protein retention receptor 2
227260_at	3.15e-16	2.30e-18	-14.911164	31.707989	-5.5610358		
200729_s_at	3.19e-16	2.34e-18	-14.90272	31.688007	-3.8613818	ACTR2	ARP2 actin related protein 2 homolog
1564494_s_at	3.21e-16	2.37e-18	-14.898499	31.678014	-6.1841008	P4HB	prolyl 4-hydroxylase subunit beta
219099_at	3.63e-16	2.69e-18	-14.844747	31.550584	-3.8939461	TIGAR	TP53 induced glycolysis regulatory phosphatase
1559052_s_at	3.70e-16	2.75e-18	-14.835563	31.528779	-3.412415	PAK2	p21 (RAC1) activated kinase 2
209253_at	3.86e-16	2.88e-18	14.815839	31.481916	1.834369	SORBS3	sorbin and SH3 domain containing 3
209520_s_at	3.92e-16	2.94e-18	-14.807409	31.461874	-3.2355128	NCBP1	nuclear cap binding protein subunit 1
227510_x_at	3.93e-16	2.96e-18	-14.803858	31.453427	-5.1762143	MALAT1	metastasis associated lung adenocarcinoma transcript 1 (non-protein coding)
218129_s_at	4.00e-16	3.02e-18	-14.795545	31.433651	-3.1887289	NFYB	nuclear transcription factor Y subunit beta
243041_s_at	4.01e-16	3.05e-18	14.79218	31.425644	2.5778392		
231766_s_at	4.10e-16	3.13e-18	-14.7806	31.398079	-6.299128	COL12A1	collagen type XII alpha 1 chain
1558444_at	4.16e-16	3.19e-18	14.773246	31.380565	3.3602982		
200756_x_at	4.20e-16	3.23e-18	-14.767508	31.366895	-3.1966832	CALU	calumenin
1558048_x_at	4.30e-16	3.32e-18	14.755856	31.339124	5.4695783		
210511_s_at	4.36e-16	3.38e-18	-14.74831	31.32113	-6.1326856	INHBA	inhibin beta A subunit
1569106_s_at	4.48e-16	3.50e-18	-14.734713	31.288692	-4.2678408	SETD5	SET domain containing 5
217919_s_at	4.63e-16	3.63e-18	-14.719531	31.252449	-4.4942436	MRPL42	mitochondrial ribosomal protein L42
232591_s_at	4.81e-16	3.79e-18	-14.701548	31.209483	-4.442431	TMEM30A	transmembrane protein 30A
201585_s_at	4.83e-16	3.82e-18	-14.697979	31.200951	-2.2987539	SFPQ	splicing factor proline and glutamine rich
218883_s_at	4.88e-16	3.87e-18	-14.692626	31.188151	-5.035968	CENPU	centromere protein U
213183_s_at	5.03e-16	4.02e-18	14.676556	31.149708	4.0590183		
204825_at	5.03e-16	4.02e-18	-14.67651	31.149598	-4.8391901	MELK	maternal embryonic leucine zipper kinase
